kab_code,balita,lansia,pertanian,merokok,no_access_food,hunian_tak_layak,persen_desa_laut,persen_kel_sungai,persen_disabilitas
3319,7.642663043478261,4.823369565217392,6.895380434782609,18.274456521739133,4.945717732207479,0.241254523522316,0,0.46,0.32
3320,8.085501858736059,6.1648079306071875,9.045848822800496,20.384138785625773,4.405286343612335,2.4229074889867843,17.44,0.61,0.39
3321,9.285489455461128,4.312244255587032,17.59521561221278,21.938936103242053,1.9823788546255507,0.22026431718061676,6.83,0.75,0.33
3322,7.388035305655443,8.172605426610003,18.89506374632233,22.55639097744361,3.4642032332563506,0,0,0.19,0.35
3323,6.741203551463334,7.990792502466294,34.29792831305492,29.628411706675433,3.636363636363636,0.48484848484848486,0,0.26,0.52
3324,8.711493872143093,6.989069228221265,15.932427956276914,21.430937396488904,5.2631578947368425,0.6864988558352403,9.09,0.19,0.35
3325,8.838709677419354,6.419354838709677,14.516129032258062,22.161290322580644,2.5301204819277108,0.48192771084337355,7.26,0.25,0.36
3326,8.818443804034583,6.0806916426512965,10.403458213256483,21.556195965417867,7.270560190703218,0.23837902264600713,2.81,0.39,0.46
3327,9.070100143061516,6.666666666666667,15.13590844062947,21.573676680972817,10.044150110375275,1.434878587196468,7.21,0.55,0.47
3328,8.22000604412209,5.862798428528256,12.90420066485343,20.973103656693866,8.463949843260188,0.1044932079414838,4.18,0.45,0.46
3329,7.961114030478192,6.568575932737783,21.12454019968471,23.751970572779825,8.003857280617165,0.9643201542912248,4.71,0.21,0.3
3371,5.930359085963003,9.41240478781284,1.251360174102285,17.845484221980414,3.6630036630036633,0,0,0.17,0.26
3372,6.580591420241566,7.580174927113703,0.7913369429404414,16.15993336109954,3.556771545827633,0.4103967168262654,0,0.87,0.28
