idkab;nmprov;nmkab;persen_anggaran_kesehatan;persen_anggaran_sampah;persen_anggaran_lh;adap_score;adap_score_hat
3517;JAWA TIMUR;JOMBANG ;23.03;0.2;0.04;48.3620441731255;45.24096343911364
3518;JAWA TIMUR;NGANJUK ;18.13;0.25;0.09;46.7313112716955;43.55924843365046
3519;JAWA TIMUR;MADIUN ;17.2;0.11;0.09;46.3036906573202;42.482548282175
3520;JAWA TIMUR;MAGETAN ;17.1;0.14;0.11;46.9789904854896;42.689458412612105
3521;JAWA TIMUR;NGAWI ;18.91;0.06;0.09;44.3445073276671;43.011946321359744
3522;JAWA TIMUR;BOJONEGORO ;15.71;0.17;0.02;43.5864636602263;41.71333124046211
3523;JAWA TIMUR;TUBAN ;16.41;0.31;0.14;43.4440733676762;43.347877961085
3524;JAWA TIMUR;LAMONGAN ;18.82;0.13;0.07;46.6624939104539;43.191783546560245
3525;JAWA TIMUR;GRESIK ;15.06;0.32;0.07;46.9870280524544;42.40542639156269
3526;JAWA TIMUR;BANGKALAN ;17.6;0.22;0.06;35.8534807286836;43.01532520287122
3527;JAWA TIMUR;SAMPANG ;16.54;0.25;0.03;33.1172440820269;42.51727513205443
3528;JAWA TIMUR;PAMEKASAN ;15.23;0.2;0.09;38.6541577478181;42.02550243854026
3529;JAWA TIMUR;SUMENEP ;16.45;0.09;0.08;36.9471640204071;41.99747491733905
3571;JAWA TIMUR;KEDIRI KOTA;25.19;1.0;0.06;55.1176519304198;50.09200721873692
3572;JAWA TIMUR;BLITAR KOTA;29.76;1.36;0.15;59.4320766708168;54.33124034869147
3573;JAWA TIMUR;MALANG KOTA;14.44;1.14;0.04;55.9610477393423;45.83134910068789
3574;JAWA TIMUR;PROBOLINGGO KOTA;24.2;0.65;0.08;48.8623567556478;48.107848290748194
3575;JAWA TIMUR;PASURUAN KOTA;19.82;1.39;0.15;48.1382895001684;50.02425967665456
3576;JAWA TIMUR;MOJOKERTO KOTA;24.12;0.46;0.05;54.6355795051326;47.010469644312565
3577;JAWA TIMUR;MADIUN KOTA;20.24;0.69;0.16;57.4479253726536;46.96483482054555
3579;JAWA TIMUR;BATU KOTA;9.5;0.68;0.11;49.9517747712948;41.83578808501723
3601;BANTEN;PANDEGLANG ;14.05;0.07;0.05;33.4380850434393;40.663836051737455
3602;BANTEN;LEBAK ;16.8;0.25;0.11;34.6552298826981;43.07415466712782
3603;BANTEN;TANGERANG ;19.64;0.89;0.14;43.155368524313;47.52974146468675
3604;BANTEN;SERANG ;16.1;0.91;0.15;36.0995382210882;46.094882528627835
3671;BANTEN;TANGERANG KOTA;15.73;2.6;0.25;51.3794633045164;54.4530145116033
3672;BANTEN;CILEGON KOTA;16.07;0.7;0.31;49.7351581424193;45.97175985507102
3673;BANTEN;SERANG KOTA;9.2;1.9;0.09;41.9288275114742;47.34710481712885
3674;BANTEN;TANGERANG SELATAN KOTA;18.21;4.59;0.16;53.1882799990445;64.45572895820115
5101;BALI;JEMBRANA ;17.25;0.37;0.02;51.078854438416;43.34609635213783
5102;BALI;TABANAN ;21.74;0.47;0.02;53.8909701596574;45.82731530875165
5103;BALI;BADUNG ;17.5;1.45;0.07;60.4773135323633;48.82852220122448
5104;BALI;GIANYAR ;23.94;0.16;0.05;55.9314118221992;45.51457507724329
5105;BALI;KLUNGKUNG ;27.01;0.77;0.03;49.6945255657021;49.65623651042672
5106;BALI;BANGLI ;27.91;0.34;0.01;46.7560166086428;47.9202384241142
5107;BALI;KARANGASEM ;18.33;0.66;0.03;45.7546902317437;45.252660987371165
5108;BALI;BULELENG ;19.94;0.71;0.03;46.5982809772206;46.209084682212286
5201;NUSA TENGGARA BARAT;LOMBOK BARAT ;19.44;0.45;0.11;41.8071492480854;45.19921011236632
5202;NUSA TENGGARA BARAT;LOMBOK TENGAH ;13.32;0.15;0.03;38.6427021109909;40.60442774237219
5203;NUSA TENGGARA BARAT;LOMBOK TIMUR ;19.18;0.21;0.01;41.5452527860124;43.3999302032461
5204;NUSA TENGGARA BARAT;SUMBAWA ;23.74;0.36;0.15;46.3365265943504;46.919276390663335
